step	loss
0	0.3261084258556366
1	0.07448607683181763
2	0.056755002588033676
3	0.04649750888347626
4	0.040227118879556656
5	0.03579571098089218
6	0.032278381288051605
7	0.029629671946167946
8	0.02755611762404442
